month,day,land_atmosphere,sea_atmosphere,precipitation,temperature,humidity,wind_speed,wind_direction,snow_falling,melted_snow,snow_depth
2,2,1011.9,1015.2,3,-4.5,58,8.3,315,6,-4,52
2,3,1016.1,1019.4,3,-3.5,62,6.4,337.5,5,-5,57
2,4,1011.3,1014.6,0,-0.4,65,4.9,157.5,0,5,52
2,5,1009.1,1012.4,0.5,-2.4,66,7.7,292.5,2,2,50
2,6,1009.7,1013.1,0,-4.9,61,5.4,315,1,1,49
2,7,1009.6,1012.9,2.5,-4.7,60,7.7,292.5,5,-3,52
2,8,1013.5,1016.9,0.5,-3.5,60,7.2,337.5,0,0,52
2,9,1000.6,1003.8,3.5,1.8,69,9.9,157.5,6,1,51
2,10,1010.9,1014.3,19,-1.7,79,11.5,315,18,-15,66
2,11,1026.2,1029.6,0,-1.8,59,9.4,315,0,1,65
2,12,1023.4,1026.7,0,0.2,68,7,157.5,0,5,60
2,13,1009.9,1013.1,0,4.8,83,6.9,157.5,0,6,54
2,14,989.3,992.5,6.5,3.4,87,13.4,315,1,10,44
2,15,997.9,1001.2,2.5,-5.7,57,10.1,315,3,2,42
2,16,1003.1,1006.5,0,-5.4,66,4,315,1,1,41
2,17,1005.9,1009.3,3,-4.4,67,7.8,292.5,3,-2,43
2,18,1013.7,1017,0,-0.6,76,5.4,247.5,1,1,42
2,19,1014.4,1017.7,3,2.5,72,6.9,157.5,0,1,41
2,20,1020.6,1023.9,5,1.5,57,6.5,270,6,-1,42
2,21,1007.1,1010.4,13.5,-0.5,80,9.1,315,15,-12,54
2,22,1022.9,1026.3,1.5,-2.9,59,9,292.5,1,-1,55
2,23,1016.1,1019.5,7.5,-1.9,78,8.2,315,10,-5,60
2,24,1020.2,1023.7,11,-6.8,74,9.8,315,9,-8,68
2,25,1019.8,1023.3,0.5,-6.4,60,6.7,315,0,3,65
2,26,1018.5,1021.9,0,-5.6,66,6.6,315,0,5,60
2,27,1021.1,1024.5,0,-4.7,60,8.1,315,0,2,58
2,28,1024.5,1027.9,0,-3.4,49,4.9,157.5,0,2,56
2,29,1002,1005.3,23.5,0.7,69,13.1,180,20,-18,74
3,1,1001.1,1004.4,15.5,-2,75,21.2,315,20,-7,81
3,2,1013.4,1016.8,1.5,-3.3,63,6.9,292.5,2,-2,83
3,3,1017.1,1020.5,5,-3.4,76,6.4,157.5,8,4,79
3,4,1028.7,1032.1,2.5,-2.5,67,8.3,315,5,-4,83
3,5,1031.5,1034.9,0,-0.9,54,7.2,135,0,13,70
3,6,1017.1,1020.4,3,3.8,79,15.6,157.5,0,3,67
3,7,1014.2,1017.5,0,4.7,66,6.4,337.5,0,10,57
3,8,1007.5,1010.8,0,3.1,59,9.6,157.5,0,6,51
3,9,1013.2,1016.5,0,-0.6,49,9.3,292.5,0,4,47
3,10,1015.5,1018.9,2.5,-2,67,3.5,22.5,5,-4,51
3,11,1014.1,1017.4,0,-2.4,63,7.3,315,0,2,49
3,12,1019.8,1023.2,0,-2,59,5.8,337.5,0,2,47
3,13,1020.3,1023.7,0,-0.7,64,8,157.5,0,0,47
3,14,1013.5,1016.8,1,2.1,69,6.5,337.5,0,2,45
3,15,1010.9,1014.2,0.5,1,49,10.4,315,0,3,42
3,16,1008.9,1012.1,0,5.4,49,9.2,202.5,0,1,41
3,17,1012.6,1015.8,0,7.9,48,7.3,315,0,5,36
3,18,1010,1013.2,0,8.4,58,7.5,202.5,0,5,31
3,19,1004,1007.2,1.5,5.7,82,8.4,315,0,6,25
3,20,1011.5,1014.8,1.5,1.1,62,10.2,0,2,5,20
3,21,1012.3,1015.6,1,0.1,62,8.8,337.5,1,-1,21
3,22,1006,1009.3,0,2.4,47,6.8,315,0,3,18
3,23,1008.2,1011.5,4.5,1.8,68,8.6,315,8,-2,20
3,24,1012.3,1015.6,2.5,1,74,7.6,337.5,4,-2,22
3,25,1012.9,1016.2,8,1,78,9.4,315,7,2,20
3,26,1014.7,1018,6,3.3,67,8.6,292.5,5,-4,24
3,27,1012.5,1015.7,0,6.5,49,5.7,202.5,0,9,15
3,28,1014.7,1017.9,0,5.7,54,7.5,337.5,0,6,9
3,29,1018.1,1021.4,0,6.4,51,7.2,157.5,0,9,0
3,30,1011.1,1014.4,3.5,6.6,73,12.5,157.5,0,0,0
3,31,1012.2,1015.5,0.5,5.9,62,8.3,0,0,0,0
4,1,1022.3,1025.5,0,7,61,9.9,157.5,0,0,0
4,2,1023.4,1026.7,0,4.7,61,12.3,157.5,0,0,0
4,3,1013.9,1017.1,1.5,7.9,55,13.2,157.5,0,0,0
4,4,1008.8,1012,0,7,43,7.5,337.5,0,0,0
4,5,1004.3,1007.5,1.5,8.5,39,11.7,225,0,0,0
4,6,1011.6,1014.8,0,9,34,10.7,292.5,0,0,0
4,7,1010,1013.3,0.5,8.2,54,9.6,157.5,0,0,0
4,8,1002.7,1005.9,1.5,8.8,56,8.2,0,0,0,0
4,9,1002.6,1005.8,1,6.6,36,12.1,270,0,0,0
4,10,1008.6,1011.9,0,4.3,38,9.8,337.5,0,0,0
4,11,1009,1012.3,5.5,2.2,70,10.7,337.5,0,0,0
4,12,1015,1018.2,0,6.9,41,9.6,337.5,0,0,0
4,13,1008.1,1011.3,0.5,8.1,59,8.8,157.5,0,0,0
4,14,1002.5,1005.7,2.5,11,74,7.6,157.5,0,0,0
4,15,1005.6,1008.8,6.5,4.7,73,13.9,315,0,0,0
4,16,1014.9,1018.1,0,8,50,9.2,315,0,0,0
4,17,996.4,999.6,6.5,8.8,75,10.1,157.5,0,0,0
4,18,998.9,1002.1,1.5,6.8,72,12.3,337.5,0,0,0
4,19,1013.3,1016.6,1,4.4,80,5.1,337.5,0,0,0
4,20,1014.8,1018.1,0,9.7,53,11.8,180,0,0,0
4,21,1006.1,1009.2,0,13.8,54,10.7,180,0,0,0
4,22,1005.2,1008.3,0,14.1,50,9.8,157.5,0,0,0
4,23,1004.8,1008,6,9.5,70,14.9,157.5,0,0,0
4,24,1009.5,1012.7,0,9.8,56,7.5,292.5,0,0,0
4,25,1016.4,1019.5,0,10.3,57,6.8,337.5,0,0,0
4,26,1015.2,1018.4,0,8.5,64,9,315,0,0,0
4,27,1013.9,1017.1,0,8.1,53,7.8,337.5,0,0,0
4,28,1006.9,1010.1,2.5,7.6,60,10.5,157.5,0,0,0
4,29,998.6,1001.8,17,4.8,79,10.3,0,0,0,0
4,30,1005.4,1008.6,3,4.3,63,12.3,315,0,0,0
5,1,1012.5,1015.7,0,6.3,59,7.7,315,0,0,0
5,2,1015.3,1018.5,0,9.9,53,9.1,157.5,0,0,0
5,3,1007.2,1010.3,0,16.4,60,11.7,157.5,0,0,0
5,4,996,999.1,3,13.6,78,11.9,157.5,0,0,0
5,5,998.6,1001.7,0,12,68,8.3,157.5,0,0,0
5,6,1010.3,1013.5,1,11.5,72,7,157.5,0,0,0
5,7,997,1000.1,1.5,12.5,67,15.6,180,0,0,0
5,8,1004.8,1007.9,0,15.2,34,15.3,292.5,0,0,0
5,9,1012.6,1015.8,0,14.1,42,4.8,315,0,0,0
5,10,1011.2,1014.3,0.5,15.8,42,7.5,157.5,0,0,0
5,11,1001,1004.1,10.5,11.4,81,4.5,135,0,0,0
5,12,1005.9,1009.1,2,10.4,79,12.2,337.5,0,0,0
5,13,1012.9,1016,0,15.6,54,9.2,180,0,0,0
5,14,1023.8,1027,0,14.5,45,6.6,337.5,0,0,0
5,15,1018.3,1021.4,0,14.7,26,13.7,157.5,0,0,0
5,16,1007,1010.2,1,12.6,69,18.1,157.5,0,0,0
5,17,1007.6,1010.6,0.5,16.5,54,9.3,157.5,0,0,0
5,18,1014.5,1017.6,0,16,56,6.2,0,0,0,0
5,19,1018.3,1021.5,0,17.6,51,6.6,135,0,0,0
5,20,1018,1021.1,0,19.1,47,4.5,337.5,0,0,0
5,21,1015.1,1018.1,0,19.9,43,5.2,0,0,0,0
5,22,1012.6,1015.7,0,18.6,61,7.7,337.5,0,0,0
5,23,1010.6,1013.6,0,17.2,64,6.7,0,0,0,0
5,24,1010.3,1013.4,0,16.9,55,13.2,157.5,0,0,0
5,25,1004.8,1007.9,0,16.9,71,14.7,157.5,0,0,0
5,26,1003.1,1006.2,0,19.8,56,7.3,157.5,0,0,0
5,27,1002.6,1005.6,0,17.3,47,10.3,337.5,0,0,0
5,28,1002.3,1005.3,3,15.5,55,8.7,337.5,0,0,0
5,29,1005.6,1008.8,0,14.2,67,9.7,337.5,0,0,0
5,30,1005,1008.1,0,16.2,57,12.2,157.5,0,0,0
5,31,998.7,1001.8,17.5,15.1,77,12.3,157.5,0,0,0
6,1,993.2,996.3,10.5,11.7,80,11.9,337.5,0,0,0
6,2,1001.5,1004.7,0,10.8,64,11.2,315,0,0,0
6,3,1006.3,1009.5,1.5,11.3,78,6.2,315,0,0,0
6,4,1003.9,1007,3,13.4,83,6.4,315,0,0,0
6,5,1009.8,1012.9,0,12.2,66,8.7,337.5,0,0,0
6,6,1013.7,1016.8,0,14.7,58,6.3,337.5,0,0,0
6,7,1010.9,1014,0,18.6,52,5.6,337.5,0,0,0
6,8,1009.1,1012.2,0.5,17.2,73,6.5,157.5,0,0,0
6,9,1007.7,1010.8,5.5,16.6,85,4.9,315,0,0,0
6,10,1010,1013.1,0,14.8,82,9,337.5,0,0,0
6,11,1013.2,1016.3,0,15.2,75,6,337.5,0,0,0
6,12,1009.5,1012.7,0,16.1,70,16.2,157.5,0,0,0
6,13,1003,1006.1,12.5,16.5,80,14.2,180,0,0,0
6,14,1003.4,1006.5,1.5,15.9,77,10.9,157.5,0,0,0
6,15,1007.7,1010.8,0,16.8,70,11.2,157.5,0,0,0
6,16,1005.1,1008.2,8.5,15.2,79,12.1,180,0,0,0
6,17,999.5,1002.6,26,16.1,88,7.5,157.5,0,0,0
6,18,1009.4,1012.5,2.5,14,86,7.9,337.5,0,0,0
6,19,1010.8,1013.9,0,16.9,73,7.6,135,0,0,0
6,20,1004.2,1007.3,15,17.7,85,9.7,135,0,0,0
6,21,1006.3,1009.3,0,20.3,72,7.4,157.5,0,0,0
6,22,1007.5,1010.6,0,19.8,73,5.9,337.5,0,0,0
6,23,1005.5,1008.5,0,19.1,65,7.6,157.5,0,0,0
6,24,1004.9,1008,0,17.9,64,9,157.5,0,0,0
6,25,994.4,997.5,21,15.8,82,14.4,157.5,0,0,0
6,26,996.3,999.4,4.5,15.8,80,9.9,157.5,0,0,0
6,27,1009.9,1013,0,16.5,71,7.1,337.5,0,0,0
6,28,1010.8,1013.8,0,19.5,65,5.8,337.5,0,0,0
6,29,1011.3,1014.3,0,21.1,63,6.6,337.5,0,0,0
6,30,1008.9,1012,0,21.6,65,7.7,135,0,0,0
7,1,1008.4,1011.4,0,22.1,66,5.5,135,0,0,0
7,2,1001.5,1004.6,26,20.4,82,12.7,157.5,0,0,0
7,3,997.8,1000.8,0,21.2,71,10.2,292.5,0,0,0
7,4,1009.6,1012.7,0,16.5,75,13,315,0,0,0
7,5,1017.4,1020.6,0,17.7,70,6.1,135,0,0,0
7,6,1012.9,1016,0,16.8,69,9.3,157.5,0,0,0
7,7,1011.3,1014.3,0,18.6,68,5.4,135,0,0,0
7,8,1008,1011,0,19.5,71,6.1,112.5,0,0,0
7,9,1002,1005.1,0.5,20.9,73,4.4,157.5,0,0,0
7,10,999.1,1002.1,10.5,18.4,89,6.9,337.5,0,0,0
7,11,1003.2,1006.3,0,17.8,79,8.3,315,0,0,0
7,12,1003.4,1006.5,0,19.6,74,7,337.5,0,0,0
7,13,1000.1,1003.1,0,21.8,70,7.9,157.5,0,0,0
7,14,998,1001,0,21.2,65,8.6,157.5,0,0,0
7,15,999.8,1002.8,0,21.6,69,6.7,337.5,0,0,0
7,16,1004,1007,0,21.9,73,4.8,337.5,0,0,0
7,17,1004.5,1007.5,0,20.1,76,6.8,157.5,0,0,0
7,18,1004.5,1007.5,1.5,22,72,6.2,157.5,0,0,0
7,19,1006.1,1009.1,25,19.9,87,4.7,337.5,0,0,0
7,20,1010.7,1013.8,1.5,20.8,77,5.7,0,0,0,0
7,21,1012,1015,0,21.2,73,6.3,337.5,0,0,0
7,22,1012.6,1015.6,0,20.7,73,4.7,112.5,0,0,0
7,23,1013.7,1016.7,0,20.7,69,7.3,157.5,0,0,0
7,24,1013.7,1016.8,0,20.6,68,7.7,135,0,0,0
7,25,1011.9,1014.9,0,21.1,71,7.1,112.5,0,0,0
7,26,1008.6,1011.6,0,22.1,71,11.4,157.5,0,0,0
7,27,1006.4,1009.4,25,20.6,86,11.7,157.5,0,0,0
7,28,1004.7,1007.7,12.5,22.8,87,9.9,157.5,0,0,0
7,29,1007.8,1010.8,16,23.2,88,8.2,157.5,0,0,0
7,30,1008.5,1011.5,0,24.6,78,8.3,157.5,0,0,0
7,31,1009.6,1012.6,0,25.4,76,7.4,157.5,0,0,0
8,1,1008.6,1011.6,0,26.5,74,9.1,157.5,0,0,0
8,2,1005.6,1008.6,12,25.1,82,6.9,337.5,0,0,0
8,3,1004.9,1007.9,0,25,80,5.3,337.5,0,0,0
8,4,1003.8,1006.8,0,24.9,74,6,337.5,0,0,0
8,5,1004.4,1007.4,0,23.5,68,7.3,337.5,0,0,0
8,6,1007.1,1010.1,0,23.2,63,6.5,337.5,0,0,0
8,7,1006.8,1009.8,0,25.9,67,10.4,157.5,0,0,0
8,8,1004.6,1007.5,0,26.5,73,11.7,157.5,0,0,0
8,9,999.9,1002.9,16.5,23,70,12,315,0,0,0
8,10,1005,1008,0,22.3,68,8.1,337.5,0,0,0
8,11,1008.1,1011.1,0,23.4,66,6.1,337.5,0,0,0
8,12,1007,1010,0,24.1,69,4.6,90,0,0,0
8,13,1006,1009,0,24.2,60,7.3,135,0,0,0
8,14,1004.2,1007.2,0,24.4,64,10.4,180,0,0,0
8,15,999,1001.9,1,24.8,72,7.1,337.5,0,0,0
8,16,1002.6,1005.6,36.5,24.2,79,7.1,157.5,0,0,0
8,17,999.1,1002.1,89.5,22.2,92,8.7,315,0,0,0
8,18,1004.9,1007.9,0,24.5,75,5.9,157.5,0,0,0
8,19,1007.7,1010.7,0,24.3,78,5.2,157.5,0,0,0
8,20,1008.4,1011.4,51,23.4,89,5.2,337.5,0,0,0
8,21,1004.3,1007.3,5,24.7,86,6.3,135,0,0,0
8,22,1001.9,1004.9,16.5,23.9,90,5.5,157.5,0,0,0
8,23,1000.5,1003.5,36.5,22.7,83,4.8,337.5,0,0,0
8,24,1007.1,1010.1,0,23.1,69,5.4,337.5,0,0,0
8,25,1002.7,1005.7,0,23.7,73,11.4,157.5,0,0,0
8,26,1002.2,1005.2,2.5,20.5,72,7.3,315,0,0,0
8,27,1007.7,1010.7,0,20.3,59,6,337.5,0,0,0
8,28,1006,1009.1,0,20.5,61,5.2,337.5,0,0,0
8,29,1000.8,1003.7,0,25.8,64,6.3,180,0,0,0
8,30,994.7,997.6,8.5,27.1,68,14,135,0,0,0
8,31,998.4,1001.4,3.5,24.1,77,14,135,0,0,0
9,1,1006.6,1009.6,0,25.8,67,7,157.5,0,0,0
9,2,1012.7,1015.8,0,24.2,76,5.8,337.5,0,0,0
9,3,1015.2,1018.2,0,23.5,74,8.7,157.5,0,0,0
9,4,1015.4,1018.4,0,22.8,71,8.9,157.5,0,0,0
9,5,1010.8,1013.9,0,23.7,74,9,157.5,0,0,0
9,6,1001.8,1004.8,15,23.3,87,6.5,135,0,0,0
9,7,1003.3,1006.3,0,22.6,76,6.6,337.5,0,0,0
9,8,1006.5,1009.6,18.5,18.5,77,4.9,67.5,0,0,0
9,9,1002.8,1005.9,21.5,17.9,83,5.4,315,0,0,0
9,10,1006.7,1009.8,12,18.6,85,7,337.5,0,0,0
9,11,1015.9,1019,3.5,18.3,71,6.7,315,0,0,0
9,12,1019.8,1022.9,0,18.2,65,4.6,337.5,0,0,0
9,13,1018.4,1021.5,0,18.9,70,7.9,157.5,0,0,0
9,14,1014.7,1017.8,0,19.3,71,8.9,157.5,0,0,0
9,15,1012.6,1015.7,0.5,19.8,79,5.8,337.5,0,0,0
9,16,1011.3,1014.4,0,21,68,7.6,157.5,0,0,0
9,17,1009.8,1012.9,22.5,18.1,75,7.2,337.5,0,0,0
9,18,1010.2,1013.3,0.5,15.3,74,4.8,337.5,0,0,0
9,19,1009.6,1012.7,2.5,14.9,71,6.7,337.5,0,0,0
9,20,1012.7,1015.9,0,16.1,60,5.8,315,0,0,0
9,21,1019.6,1022.7,0,16.3,57,5.5,292.5,0,0,0
9,22,1019.8,1022.9,0,16.4,70,7.7,157.5,0,0,0
9,23,1013.7,1016.8,8,16.3,88,7.4,157.5,0,0,0
9,24,1014.8,1017.9,0,18.6,78,5,315,0,0,0
9,25,1013.3,1016.4,0,20.9,66,7.1,157.5,0,0,0
9,26,1015.5,1018.6,0,20.3,63,6,315,0,0,0
9,27,1013.1,1016.1,0,19.9,59,7.4,157.5,0,0,0
9,28,1006.5,1009.5,2.5,19,82,7.7,337.5,0,0,0
9,29,1009.1,1012.2,0,16.1,66,9.5,315,0,0,0
9,30,1011.4,1014.5,0,16.6,58,5,202.5,0,0,0
10,1,1014.3,1017.4,0,17.6,61,5.7,337.5,0,0,0
10,2,1013.4,1016.5,0,18.4,63,4.6,157.5,0,0,0
10,3,1004,1007.1,3,18.1,79,8.9,180,0,0,0
10,4,1006.3,1009.4,0,15.5,49,12.7,315,0,0,0
10,5,1012.7,1015.9,5,13.3,60,7,157.5,0,0,0
10,6,1007.3,1010.4,5.5,12.7,63,12.3,292.5,0,0,0
10,7,1017.6,1020.8,0,10.9,45,11.3,292.5,0,0,0
10,8,1005.2,1008.3,0,13.3,74,6.6,157.5,0,0,0
10,9,1000.3,1003.4,0,12.9,55,11.6,292.5,0,0,0
10,10,1012.6,1015.8,0,9.1,53,8.1,292.5,0,0,0
10,11,1011.4,1014.6,3,11.3,59,8.7,157.5,0,0,0
10,12,1011.8,1015,0,10.2,48,8.2,315,0,0,0
10,13,1015.3,1018.5,0,10.7,49,5.9,337.5,0,0,0
10,14,1019.1,1022.3,0,10.6,46,8.5,337.5,0,0,0
10,15,1021.6,1024.8,0,11.3,56,4.9,337.5,0,0,0
10,16,1020,1023.1,0,15.2,70,4.6,337.5,0,0,0
10,17,1012,1015.2,0,16.1,74,7.4,157.5,0,0,0
10,18,1013.7,1016.8,0,12.6,70,8.7,337.5,0,0,0
10,19,1013,1016.1,0,11.5,67,5.4,135,0,0,0
10,20,1005.9,1009.1,42,7.8,71,13.3,315,4,-4,4
10,21,1014.5,1017.8,1,5.4,56,10.8,315,0,0,4
10,22,1011.1,1014.3,3.5,7.3,65,7.5,315,0,3,1
10,23,1007.7,1010.9,1,6.5,55,9.6,315,0,1,0
10,24,1007.8,1011,0,6.5,38,12.1,292.5,0,0,0
10,25,1011.6,1014.8,0,8.4,56,7.7,157.5,0,0,0
10,26,1006.5,1009.6,5,10.5,58,13.1,315,0,0,0
10,27,1013.8,1017,0,6.6,43,9.5,315,0,0,0
10,28,1012.2,1015.4,0,8.2,46,5.8,315,0,0,0
10,29,1012.7,1015.9,5,4.3,48,12.2,315,0,0,0
10,30,1020.8,1024.1,0,3,51,8.3,292.5,0,0,0
10,31,1015.1,1018.4,4,4.3,69,10.4,180,0,0,0
11,1,1018,1021.3,0,2.7,52,6.7,315,0,0,0
11,2,1020.8,1024.1,0,2.9,52,4.7,180,0,0,0
11,3,1009.9,1013.2,8,2.4,80,3.8,292.5,0,0,0
11,4,1008,1011.3,0.5,2.8,51,8.4,315,0,0,0
11,5,1003.3,1006.6,33,1.8,87,10.1,315,2,-2,2
11,6,1015.9,1019.2,30,0.9,67,12.9,315,23,-21,23
11,7,1024.6,1027.9,0,1.8,57,5.6,270,0,6,17
11,8,1007.6,1010.8,3.5,5.5,75,12.8,180,0,5,12
11,9,1007.5,1010.8,1,-0.1,67,8.5,270,1,9,3
11,10,1018,1021.3,0.5,0.5,54,8.1,292.5,1,-1,4
11,11,1018.6,1021.9,5,1.7,63,6.2,135,0,1,3
11,12,1017.7,1020.9,4,5,81,5.1,337.5,0,3,0
11,13,1016.8,1020,4.5,6.9,76,8.4,315,0,0,0
11,14,1015,1018.2,0,6.7,65,11.1,157.5,0,0,0
11,15,1003.8,1007,6,5.8,77,9.4,337.5,0,0,0
11,16,1010.9,1014.2,0.5,0.7,57,8.3,315,0,0,0
11,17,1015.6,1018.9,0,0.5,55,7.1,315,0,0,0
11,18,1014.4,1017.6,1.5,5.1,69,8.2,180,0,0,0
11,19,1010.4,1013.6,0,9.4,81,6.1,157.5,0,0,0
11,20,1008.7,1012,1,6.2,68,9.5,337.5,0,0,0
11,21,1018.8,1022.1,1,1,51,8.7,292.5,0,0,0
11,22,1010.9,1014.2,2.5,0.1,74,7.9,315,1,-1,1
11,23,1014.8,1018.2,0,-5.2,52,9.2,292.5,0,1,0
11,24,1017,1020.4,0,-3.5,49,6.1,270,0,0,0
11,25,1016.6,1019.9,0,-2,58,7.1,315,0,0,0
11,26,1021.6,1025,0,0.6,50,6.3,270,0,0,0
11,27,1011.1,1014.3,1.5,3.6,78,7,315,0,0,0
11,28,1008.1,1011.3,8,1.8,69,9.1,315,1,-1,1
11,29,1017.4,1020.7,3,-0.8,66,8.2,315,9,-6,7
11,30,1027.1,1030.5,0.5,-0.5,59,6.1,292.5,1,0,7
12,1,1007.9,1011.1,2,5.8,69,12.1,157.5,0,4,3
12,2,1006.2,1009.5,4.5,1.1,64,9.9,225,5,-2,5
12,3,1018.2,1021.5,0,3.6,45,7.7,315,0,2,3
12,4,1012,1015.2,0,7.1,67,7.6,225,0,3,0
12,5,1005.9,1009.1,0,6.3,74,6.5,315,0,0,0
12,6,1003.7,1007.1,18.5,-2.1,77,11.6,315,15,-15,15
12,7,1013,1016.4,0,-5,51,7.5,292.5,0,2,13
12,8,1012.5,1015.8,0,-2.5,66,4.6,157.5,0,3,10
12,9,1006.4,1009.7,10,-0.3,86,6.5,337.5,13,-11,21
12,10,1007.9,1011.2,46,-2.6,82,7.7,315,44,-44,65
12,11,1014.9,1018.3,12,-4.6,71,9.7,315,7,4,61
12,12,1021.1,1024.5,3.5,-4.1,72,8.5,292.5,7,-3,64
12,13,1010.5,1013.8,1.5,0.2,74,8.1,247.5,1,8,56
12,14,1004.4,1007.7,2,-2,76,4.4,0,6,7,49
12,15,1004.9,1008.3,7,-4.5,71,4.8,0,11,-7,56
12,16,1005.4,1008.8,5,-5.3,74,4.7,315,7,-7,63
12,17,1010,1013.4,0,-3.6,62,7.2,315,0,9,54
12,18,1013.8,1017.1,0,1,64,6.3,315,0,5,49
12,19,1018.8,1022.2,0,1,61,5.9,315,0,6,43
12,20,1020.8,1024.2,0,-0.1,68,6.1,315,0,2,41
12,21,1024.5,1027.8,0,2.7,65,7.8,315,0,2,39
12,22,1015,1018.3,40.5,0.3,85,3.9,135,34,-30,69
12,23,996.5,999.8,38.5,-1.4,88,6.9,0,27,-27,96
12,24,1018.2,1021.5,0.5,-4.4,60,8.8,337.5,0,2,94
12,25,1022.9,1026.3,0,-2.3,62,6.5,315,0,7,87
12,26,1014.7,1018,5,1.3,77,8.5,157.5,4,5,82
12,27,1006.6,1009.9,3.5,-2.5,70,7.2,315,4,0,82
12,28,1016,1019.4,0.5,-6.4,64,4.9,135,1,5,77
12,29,1009,1012.4,3,-3.6,66,9,315,3,0,77
12,30,1013.3,1016.6,1,-2.8,58,7.3,292.5,6,-1,78
12,31,1016.8,1020.1,2,-2.6,64,7.7,315,3,-3,81
1,1,1016,1019.3,0,-2,70,2.9,0,0,6,75
1,2,1011.6,1014.9,0,0.1,64,4.3,292.5,0,4,71
1,3,1011.2,1014.5,2,-1.2,84,5.5,337.5,6,-2,73
1,4,1010.7,1014,3,-2.5,81,3.5,337.5,8,-4,77
1,5,1017.2,1020.6,1,-4.1,70,8.8,0,0,1,76
1,6,1019.5,1022.9,1.5,-4.3,73,3.6,135,3,0,76
1,7,1013.8,1017.2,0.5,-1.2,66,8.6,315,1,4,72
1,8,1015.5,1018.8,0.5,-2.7,65,7.6,0,0,3,69
1,9,1001.2,1004.5,5,-1.2,84,5.8,337.5,4,-2,71
1,10,1004,1007.3,0.5,-4.2,60,7.5,292.5,0,1,70
1,11,1002.6,1006,0.5,-8.5,60,8.1,292.5,1,1,69
1,12,995.9,999.3,6,-8.6,76,4.5,67.5,7,-5,74
1,13,999.2,1002.6,1.5,-8.1,74,4,315,2,0,74
1,14,998.9,1002.2,0,-7.7,68,3.9,315,0,2,72
1,15,999.8,1003.2,1.5,-5.5,79,4.6,315,3,-1,73
1,16,1008.3,1011.6,0,-0.1,62,8.3,337.5,0,2,71
1,17,1020.4,1023.8,0.5,-3,61,6.6,337.5,0,2,69
1,18,1021.2,1024.5,1,-2.4,69,3.6,135,7,-5,74
1,19,1014.5,1017.9,4.5,-2.6,79,6.2,315,6,0,74
1,20,1012,1015.4,1,-4,75,6.1,315,2,1,73
1,21,1015.6,1019,0,-4.9,64,6.2,337.5,0,2,71
1,22,1007,1010.4,7,-5.6,77,3.4,135,11,-7,78
1,23,1005.2,1008.6,4.5,-5,66,8.7,337.5,8,-7,85
1,24,1013.4,1016.8,6,-9.1,70,6.9,315,8,-2,87
1,25,1017.9,1021.3,2.5,-5.5,70,4.5,337.5,5,-5,92
1,26,1018.2,1021.5,0,-2.4,65,5.3,135,0,7,85
